timestamp,temperature,humidity,gas_level,light_intensity,hvac_status,motion_alert
2026-05-06 20:43:46.066647,24.248357076505616,52.798710873172006,116.62410862512809,280.9219244212261,0,0
2026-05-06 20:44:46.066647,23.93086784941441,51.84926736582554,119.2774066464224,291.39614989220496,0,0
2026-05-06 20:45:46.066647,24.323844269050348,50.11926073984035,116.0379003950002,295.86394466578355,1,0
2026-05-06 20:46:46.066647,24.76151492820401,48.706126444588854,118.46019235180479,318.8768765734019,0,0
2026-05-06 20:47:46.066647,23.882923312638333,51.39644662722718,110.53192666523107,305.5655312453376,0,0
2026-05-06 20:48:46.066647,23.88293152152541,50.786970770843496,121.06646853686469,286.6451843090011,0,0
2026-05-06 20:49:46.066647,24.789606407753695,51.790386440055464,120.00602737681112,304.8603628941764,0,0
2026-05-06 20:50:46.066647,24.383717364576455,51.27034360336394,115.91455684465905,284.52696011061636,0,0
2026-05-06 20:51:46.066647,23.765262807032524,52.09910543063867,123.29622834216202,310.8269105388707,0,0
2026-05-06 20:52:46.066647,24.271280021792982,48.92952957687886,124.6878506881328,295.28875348182123,0,1
2026-05-06 20:53:46.066647,23.76829115359377,52.63478813126865,111.96220067815513,299.0636381126083,1,0
2026-05-06 20:54:46.066647,23.76713512321487,50.3951992093848,116.18637610716893,313.2579664754219,0,0
2026-05-06 20:55:46.066647,24.120981135783016,54.15052174525053,116.1542882510635,287.1283643141575,0,0
2026-05-06 20:56:46.066647,23.0433598776711,48.621624363820864,115.30048449445567,286.0288181488701,0,0
2026-05-06 20:57:46.066647,23.137541083743482,53.471927606330496,124.14737420965874,294.16400673653993,0,0
2026-05-06 20:58:46.066647,23.718856235379512,50.39582156692529,119.03086930613598,310.38378851019314,0,0
2026-05-06 20:59:46.066647,23.493584439832787,48.6971639927711,118.67742579344694,284.8065392452316,0,0
2026-05-06 21:00:46.066647,24.157123666297636,49.03222833189135,109.98068817796623,271.6784440188943,0,0
2026-05-06 21:01:46.066647,23.545987962239394,49.35930538361136,123.17709015104613,295.48841141591004,0,0
2026-05-06 21:02:46.066647,23.293848149332355,50.848331892803834,113.80370802573263,305.5174079991092,0,0
2026-05-06 21:03:46.066647,24.732824384460777,51.045670976071,120.29966315133164,312.0026174973883,1,0
2026-05-06 21:04:46.066647,23.88711184975673,48.85259999212284,121.38688468979096,295.368386379146,0,0
2026-05-06 21:05:46.066647,24.033764102343962,49.95129081547803,126.80329297919326,295.88573392883995,0,0
2026-05-06 21:06:46.066647,23.287625906893272,54.28454071722373,113.45589800440445,311.53900734255745,0,0
2026-05-06 21:07:46.066647,23.727808637737407,53.455086340201426,104.90243922089587,281.3025830030458,1,0
2026-05-06 21:08:46.066647,24.055461294854933,50.87264733934806,120.91924772376848,296.1147922481699,0,0
2026-05-06 21:09:46.066647,23.424503211288847,50.0760069563364,129.00255590755427,301.9042388992506,0,0
2026-05-06 21:10:46.066647,24.187849009172837,50.240062653436524,126.19473176469718,304.49218721285035,0,0
2026-05-06 21:11:46.066647,23.6996806550406,51.227035945460834,121.04829707637313,294.9019330680912,0,0
2026-05-06 21:12:46.066647,23.854153125103362,47.95441486960319,117.54181907183977,300.34441011705843,0,0
2026-05-06 21:13:46.066647,23.6991466938853,49.48524692515331,124.03561298318655,275.1167264658701,0,0
2026-05-06 21:14:46.066647,24.92613909225447,46.66283185224482,115.13226900147765,293.4175158766615,0,0
2026-05-06 21:15:46.066647,23.993251387631034,50.798446245210556,122.38178884678109,304.5350871255447,0,0
2026-05-06 21:16:46.066647,23.47114453552205,51.29439187940548,122.52735079583313,290.1770596574532,0,0
2026-05-06 21:17:46.066647,24.411272456051595,49.03362707540125,125.30104953749439,300.589842215896,0,0
2026-05-06 21:18:46.066647,23.38957817501449,53.14797352658007,133.7983001945554,304.468725008027,0,0
2026-05-06 21:19:46.066647,24.10443179750238,47.548468673995316,121.96207983589383,296.57450799142237,0,0
2026-05-06 21:20:46.066647,23.020164938060113,47.07125023958036,117.4551818714625,301.7046377099657,1,0
2026-05-06 21:21:46.066647,23.335906975550785,50.44890363711995,119.87212843904003,290.37267434715386,1,1
2026-05-06 21:22:46.066647,24.09843061793456,52.09419660522431,111.15462047555441,297.93388720303955,1,0
2026-05-06 21:23:46.066647,24.369233289997705,53.367855382915735,116.52643434455472,306.1021616958922,0,0
2026-05-06 21:24:46.066647,24.085684140594985,49.08223147426212,117.95358780943448,301.5697296096843,0,0
2026-05-06 21:25:46.066647,23.94217585880588,52.15736166686259,117.37955801032703,294.1346873043606,0,0
2026-05-06 21:26:46.066647,23.849448152205355,49.92298306099858,120.76177436016862,302.2421640429079,0,0
2026-05-06 21:27:46.066647,23.260739004816287,49.65474540011836,115.887900338089,307.1460979063662,0,0
2026-05-06 21:28:46.066647,23.640077895802644,51.767319874973346,125.60515333662235,279.5005872142252,0,1
